Latitude,Longitude,Region,Year,Season,Soil_Type,Rainfall_mm,Temperature_C,Humidity_%,Area_acres,Seed_Type,Seed_Cost (LKR),Fertilizer_Cost (LKR),Pesticide_Cost (LKR),Labor_Cost (LKR),Water_Cost (LKR),Machinery_Cost (LKR),Other_Costs (LKR),Total_Cost (LKR),Yield_kg,Cost_per_kg (LKR)
8.0858,81.0871,Polonnaruwa,2000,Yala,Clay,1833.15,31.38,88.9,4.32,BG300,2064.31,5849.22,1098.0,14869.44,2631.25,4350.91,1608.54,32574.75,9440.12,2.91
7.3769,81.7659,Ampara,2000,Maha,Loam,1288.43,26.29,73.38,1.75,BG352,1849.49,3954.78,1083.12,10565.18,1759.0,5120.16,1314.85,25812.73,2787.59,7.82
7.3441,81.7498,Ampara,2000,Yala,Sandy Loam,2198.17,32.99,77.01,3.95,BG300,2536.42,6002.79,1967.71,14168.1,3455.65,7411.61,1165.38,36639.04,11415.64,2.71
8.4424,80.5172,Anuradhapura,2000,Yala,Clay,1816.73,26.04,76.49,2.15,BG352,2518.83,7131.54,1550.7,10459.72,1827.09,5171.11,832.93,29119.48,5677.86,4.33
7.4776,80.3419,Kurunegala,2000,Yala,Loam,1277.79,27.22,71.97,3.47,At402,3643.34,4878.04,909.15,7261.47,3420.26,4729.8,1778.73,26729.58,7735.96,2.92
7.3632,81.7372,Ampara,2000,Yala,Loam,2092.74,31.44,83.12,1.3,BG352,2973.44,8645.67,2508.51,6921.18,1668.43,3801.22,1703.27,28499.02,2491.45,9.66
7.653,81.7779,Batticaloa,2000,Maha,Loam,2274.96,30.68,79.25,2.35,BG352,3297.01,6346.01,981.27,11016.51,3068.05,5658.82,526.97,31144.45,4450.76,5.91
8.0549,81.0577,Polonnaruwa,2000,Yala,Sandy Loam,1040.75,26.46,79.28,4.59,BG352,2954.13,6096.7,1056.66,12275.47,3102.3,5211.76,1789.89,32892.2,8713.66,3.19
9.6501,80.0436,Jaffna,2000,Maha,Clay,1784.99,28.01,85.86,3.1,BG358,3246.95,7667.9,1563.63,14529.47,2471.68,3949.97,1650.77,35336.28,6535.74,4.56
8.3291,80.4699,Anuradhapura,2000,Maha,Loam,1184.5,29.91,76.86,3.78,BG352,3301.04,7917.59,2081.12,10296.0,2776.95,4616.0,970.87,32211.74,8879.83,3.06
7.3121,81.6904,Ampara,2000,Yala,Loam,1449.09,28.51,86.09,1.75,BG300,1952.4,8503.15,888.06,15251.37,2785.37,7753.04,950.46,37660.04,5058.5,6.29
9.7908,80.1847,Jaffna,2000,Yala,Sandy Loam,1610.66,26.46,76.98,1.0,BG358,3777.3,8452.05,998.8,14878.72,2448.88,4753.17,570.44,35879.91,2995.79,10.11
9.6951,80.0377,Jaffna,2000,Yala,Clay,2060.63,26.35,71.46,2.31,BG358,2210.73,4707.03,1363.0,13555.59,3335.99,5351.76,2017.63,32385.96,5555.37,4.92
7.6211,81.7792,Batticaloa,2000,Maha,Silt,1339.04,30.48,89.58,3.22,At306,2401.68,6882.06,1087.11,14298.83,2406.36,5602.73,1458.74,34246.4,5323.34,5.43
7.4679,80.4119,Kurunegala,2001,Maha,Silt,1660.23,26.85,79.9,0.65,BG358,4290.32,5087.49,2130.26,9727.64,2565.58,6462.68,796.85,31491.08,1943.1,13.82
7.4463,80.4229,Kurunegala,2001,Maha,Silt,1175.6,27.0,85.23,3.28,BG300,1698.61,4127.25,2200.71,7538.34,3256.85,7412.77,607.18,26461.35,11106.79,2.03
7.7355,81.7996,Batticaloa,2001,Maha,Silt,1335.39,32.74,70.24,4.86,At402,1512.74,8563.81,1883.2,15969.45,1543.37,6505.23,2234.31,38233.27,13199.57,2.47
8.0858,81.0871,Polonnaruwa,2001,Yala,Clay,1833.15,31.38,88.9,4.32,BG300,2167.53,6141.69,1152.9,15612.91,2762.81,4568.45,1688.97,34203.49,9534.52,3.06
7.3769,81.7659,Ampara,2001,Maha,Loam,1288.43,26.29,73.38,1.75,BG352,1941.97,4152.52,1137.28,11093.44,1846.95,5376.17,1380.6,27103.37,2815.46,8.21
7.3441,81.7498,Ampara,2001,Yala,Sandy Loam,2198.17,32.99,77.01,3.95,BG300,2663.24,6302.93,2066.09,14876.5,3628.44,7782.19,1223.65,38470.99,11529.79,2.84
8.4424,80.5172,Anuradhapura,2001,Yala,Clay,1816.73,26.04,76.49,2.15,BG352,2644.77,7488.11,1628.23,10982.71,1918.44,5429.66,874.57,30575.45,5734.63,4.55
7.4776,80.3419,Kurunegala,2001,Yala,Loam,1277.79,27.22,71.97,3.47,At402,3825.51,5121.94,954.6,7624.55,3591.27,4966.29,1867.67,28066.06,7813.32,3.06
7.6211,81.7792,Batticaloa,2001,Maha,Silt,1339.04,30.48,89.58,3.22,At306,2521.77,7226.16,1141.47,15013.77,2526.68,5882.86,1531.68,35958.72,5376.58,5.7
9.6951,80.0377,Jaffna,2001,Yala,Clay,2060.63,26.35,71.46,2.31,BG358,2321.26,4942.39,1431.15,14233.36,3502.78,5619.35,2118.51,34005.26,5610.92,5.17
9.7908,80.1847,Jaffna,2001,Yala,Sandy Loam,1610.66,26.46,76.98,1.0,BG358,3966.17,8874.66,1048.74,15622.66,2571.32,4990.83,598.96,37673.91,3025.75,10.62
7.3121,81.6904,Ampara,2001,Yala,Loam,1449.09,28.51,86.09,1.75,BG300,2050.02,8928.31,932.46,16013.94,2924.63,8140.69,997.99,39543.04,5109.08,6.6
7.3632,81.7372,Ampara,2001,Yala,Loam,2092.74,31.44,83.12,1.3,BG352,3122.12,9077.96,2633.94,7267.24,1751.85,3991.28,1788.43,29923.97,2516.37,10.14
9.6501,80.0436,Jaffna,2001,Maha,Clay,1784.99,28.01,85.86,3.1,BG358,3409.3,8051.3,1641.82,15255.94,2595.27,4147.47,1733.31,37103.09,6601.1,4.79
8.0549,81.0577,Polonnaruwa,2001,Yala,Sandy Loam,1040.75,26.46,79.28,4.59,BG352,3101.83,6401.54,1109.5,12889.24,3257.41,5472.35,1879.38,34536.81,8800.8,3.35
7.653,81.7779,Batticaloa,2001,Maha,Loam,2274.96,30.68,79.25,2.35,BG352,3461.86,6663.31,1030.33,11567.34,3221.45,5941.76,553.32,32701.68,4495.26,6.2
8.3291,80.4699,Anuradhapura,2001,Maha,Loam,1184.5,29.91,76.86,3.78,BG352,3466.09,8313.46,2185.18,10810.8,2915.8,4846.8,1019.41,33822.32,8968.63,3.22
8.4424,80.5172,Anuradhapura,2002,Yala,Clay,1816.73,26.04,76.49,2.15,BG352,2777.01,7862.52,1709.65,11531.84,2014.36,5701.14,918.3,32104.23,5791.98,4.78
7.4679,80.4119,Kurunegala,2002,Maha,Silt,1660.23,26.85,79.9,0.65,BG358,4504.84,5341.87,2236.77,10214.02,2693.86,6785.82,836.69,33065.63,1962.53,14.51
7.4463,80.4229,Kurunegala,2002,Maha,Silt,1175.6,27.0,85.23,3.28,BG300,1783.54,4333.62,2310.75,7915.26,3419.69,7783.41,637.54,27784.42,11217.86,2.14
7.7355,81.7996,Batticaloa,2002,Maha,Silt,1335.39,32.74,70.24,4.86,At402,1588.38,8992.0,1977.37,16767.92,1620.54,6830.5,2346.02,40144.94,13331.56,2.59
8.0858,81.0871,Polonnaruwa,2002,Yala,Clay,1833.15,31.38,88.9,4.32,BG300,2275.9,6448.77,1210.55,16393.55,2900.95,4796.88,1773.41,35913.66,9629.87,3.21
7.3769,81.7659,Ampara,2002,Maha,Loam,1288.43,26.29,73.38,1.75,BG352,2039.07,4360.15,1194.14,11648.11,1939.3,5644.98,1449.63,28458.54,2843.62,8.62
7.3441,81.7498,Ampara,2002,Yala,Sandy Loam,2198.17,32.99,77.01,3.95,BG300,2796.4,6618.08,2169.4,15620.33,3809.86,8171.3,1284.83,40394.54,11645.09,2.99
7.3632,81.7372,Ampara,2002,Yala,Loam,2092.74,31.44,83.12,1.3,BG352,3278.22,9531.85,2765.63,7630.6,1839.44,4190.85,1877.85,31420.17,2541.53,10.65
8.0549,81.0577,Polonnaruwa,2002,Yala,Sandy Loam,1040.75,26.46,79.28,4.59,BG352,3256.92,6721.61,1164.97,13533.7,3420.28,5745.97,1973.35,36263.65,8888.81,3.52
7.653,81.7779,Batticaloa,2002,Maha,Loam,2274.96,30.68,79.25,2.35,BG352,3634.95,6996.48,1081.85,12145.71,3382.52,6238.85,580.99,34336.76,4540.22,6.51
9.6501,80.0436,Jaffna,2002,Maha,Clay,1784.99,28.01,85.86,3.1,BG358,3579.77,8453.86,1723.91,16018.74,2725.03,4354.85,1819.98,38958.25,6667.11,5.03
8.3291,80.4699,Anuradhapura,2002,Maha,Loam,1184.5,29.91,76.86,3.78,BG352,3639.39,8729.14,2294.44,11351.34,3061.59,5089.14,1070.38,35513.44,9058.31,3.38
7.3121,81.6904,Ampara,2002,Yala,Loam,1449.09,28.51,86.09,1.75,BG300,2152.52,9374.73,979.09,16814.64,3070.87,8547.72,1047.89,41520.19,5160.17,6.93
9.7908,80.1847,Jaffna,2002,Yala,Sandy Loam,1610.66,26.46,76.98,1.0,BG358,4164.48,9318.39,1101.18,16403.79,2699.89,5240.37,628.91,39557.6,3056.01,11.15
9.6951,80.0377,Jaffna,2002,Yala,Clay,2060.63,26.35,71.46,2.31,BG358,2437.33,5189.51,1502.71,14945.03,3677.92,5900.32,2224.43,35705.52,5667.03,5.43
7.6211,81.7792,Batticaloa,2002,Maha,Silt,1339.04,30.48,89.58,3.22,At306,2647.85,7587.47,1198.54,15764.46,2653.01,6177.01,1608.26,37756.65,5430.34,5.99
7.4776,80.3419,Kurunegala,2002,Yala,Loam,1277.79,27.22,71.97,3.47,At402,4016.79,5378.04,1002.33,8005.77,3770.84,5214.6,1961.05,29469.36,7891.45,3.22
7.3769,81.7659,Ampara,2003,Maha,Loam,1288.43,26.29,73.38,1.75,BG352,2141.02,4578.15,1253.85,12230.51,2036.27,5927.23,1522.11,29881.47,2872.05,9.05
7.3441,81.7498,Ampara,2003,Yala,Sandy Loam,2198.17,32.99,77.01,3.95,BG300,2936.22,6948.98,2277.87,16401.34,4000.35,8579.87,1349.07,42414.26,11761.54,3.14
8.0858,81.0871,Polonnaruwa,2003,Yala,Clay,1833.15,31.38,88.9,4.32,BG300,2389.7,6771.21,1271.07,17213.23,3046.0,5036.72,1862.08,37709.34,9726.17,3.37
8.4424,80.5172,Anuradhapura,2003,Yala,Clay,1816.73,26.04,76.49,2.15,BG352,2915.86,8255.64,1795.13,12108.43,2115.08,5986.2,964.22,33709.44,5849.9,5.02
7.4463,80.4229,Kurunegala,2003,Maha,Silt,1175.6,27.0,85.23,3.28,BG300,1872.72,4550.3,2426.29,8311.02,3590.68,8172.58,669.42,29173.64,11330.04,2.24
7.4679,80.4119,Kurunegala,2003,Maha,Silt,1660.23,26.85,79.9,0.65,BG358,4730.08,5608.96,2348.61,10724.72,2828.55,7125.11,878.53,34718.91,1982.16,15.24
7.7355,81.7996,Batticaloa,2003,Maha,Silt,1335.39,32.74,70.24,4.86,At402,1667.79,9441.6,2076.23,17606.32,1701.56,7172.02,2463.32,42152.18,13464.88,2.72
7.4776,80.3419,Kurunegala,2003,Yala,Loam,1277.79,27.22,71.97,3.47,At402,4217.63,5646.94,1052.45,8406.06,3959.38,5475.33,2059.11,30942.83,7970.37,3.38
7.6211,81.7792,Batticaloa,2003,Maha,Silt,1339.04,30.48,89.58,3.22,At306,2780.25,7966.85,1258.47,16552.68,2785.66,6485.86,1688.67,39644.49,5484.65,6.29
7.653,81.7779,Batticaloa,2003,Maha,Loam,2274.96,30.68,79.25,2.35,BG352,3816.7,7346.3,1135.94,12752.99,3551.65,6550.79,610.04,36053.6,4585.62,6.84
8.0549,81.0577,Polonnaruwa,2003,Yala,Sandy Loam,1040.75,26.46,79.28,4.59,BG352,3419.77,7057.69,1223.22,14210.39,3591.3,6033.27,2072.02,38076.84,8977.7,3.69
9.6501,80.0436,Jaffna,2003,Maha,Clay,1784.99,28.01,85.86,3.1,BG358,3758.76,8876.55,1810.1,16819.67,2861.28,4572.59,1910.98,40906.16,6733.78,5.28
8.3291,80.4699,Anuradhapura,2003,Maha,Loam,1184.5,29.91,76.86,3.78,BG352,3821.36,9165.59,2409.16,11918.91,3214.67,5343.6,1123.9,37289.11,9148.9,3.55
7.3121,81.6904,Ampara,2003,Yala,Loam,1449.09,28.51,86.09,1.75,BG300,2260.14,9843.46,1028.04,17655.37,3224.41,8975.11,1100.28,43596.2,5211.77,7.28
9.7908,80.1847,Jaffna,2003,Yala,Sandy Loam,1610.66,26.46,76.98,1.0,BG358,4372.7,9784.31,1156.24,17223.98,2834.89,5502.39,660.35,41535.48,3086.57,11.71
9.6951,80.0377,Jaffna,2003,Yala,Clay,2060.63,26.35,71.46,2.31,BG358,2559.19,5448.98,1577.84,15692.28,3861.82,6195.34,2335.66,37490.8,5723.7,5.7
7.3632,81.7372,Ampara,2003,Yala,Loam,2092.74,31.44,83.12,1.3,BG352,3442.13,10008.45,2903.91,8012.13,1931.42,4400.39,1971.74,32991.18,2566.95,11.18
7.4679,80.4119,Kurunegala,2004,Maha,Silt,1660.23,26.85,79.9,0.65,BG358,4966.59,5889.41,2466.04,11260.96,2969.98,7481.37,922.45,36454.86,2001.98,16.0
7.4463,80.4229,Kurunegala,2004,Maha,Silt,1175.6,27.0,85.23,3.28,BG300,1966.36,4777.81,2547.6,8726.58,3770.21,8581.21,702.89,30632.32,11443.34,2.35
7.7355,81.7996,Batticaloa,2004,Maha,Silt,1335.39,32.74,70.24,4.86,At402,1751.18,9913.68,2180.05,18486.63,1786.64,7530.62,2586.49,44259.79,13599.53,2.86
8.0858,81.0871,Polonnaruwa,2004,Yala,Clay,1833.15,31.38,88.9,4.32,BG300,2509.18,7109.77,1334.63,18073.89,3198.3,5288.56,1955.19,39594.81,9823.43,3.54
7.3769,81.7659,Ampara,2004,Maha,Loam,1288.43,26.29,73.38,1.75,BG352,2248.07,4807.06,1316.54,12842.04,2138.08,6223.59,1598.21,31375.54,2900.77,9.5
7.3441,81.7498,Ampara,2004,Yala,Sandy Loam,2198.17,32.99,77.01,3.95,BG300,3083.03,7296.43,2391.76,17221.41,4200.37,9008.86,1416.53,44534.98,11879.16,3.29
8.4424,80.5172,Anuradhapura,2004,Yala,Clay,1816.73,26.04,76.49,2.15,BG352,3061.66,8668.43,1884.88,12713.86,2220.84,6285.51,1012.43,35394.91,5908.4,5.27
7.4776,80.3419,Kurunegala,2004,Yala,Loam,1277.79,27.22,71.97,3.47,At402,4428.51,5929.29,1105.07,8826.37,4157.35,5749.1,2162.06,32489.97,8050.07,3.55
7.6211,81.7792,Batticaloa,2004,Maha,Silt,1339.04,30.48,89.58,3.22,At306,2919.26,8365.19,1321.39,17380.32,2924.94,6810.15,1773.11,41626.71,5539.49,6.6
7.653,81.7779,Batticaloa,2004,Maha,Loam,2274.96,30.68,79.25,2.35,BG352,4007.54,7713.62,1192.74,13390.64,3729.23,6878.33,640.54,37856.28,4631.47,7.18
8.0549,81.0577,Polonnaruwa,2004,Yala,Sandy Loam,1040.75,26.46,79.28,4.59,BG352,3590.76,7410.58,1284.38,14920.91,3770.86,6334.93,2175.62,39980.68,9067.47,3.88
9.6501,80.0436,Jaffna,2004,Maha,Clay,1784.99,28.01,85.86,3.1,BG358,3946.69,9320.38,1900.61,17660.66,3004.34,4801.22,2006.52,42951.47,6801.12,5.55
8.3291,80.4699,Anuradhapura,2004,Maha,Loam,1184.5,29.91,76.86,3.78,BG352,4012.43,9623.87,2529.62,12514.85,3375.41,5610.78,1180.1,39153.57,9240.38,3.72
7.3121,81.6904,Ampara,2004,Yala,Loam,1449.09,28.51,86.09,1.75,BG300,2373.15,10335.63,1079.44,18538.14,3385.63,9423.86,1155.29,45776.01,5263.89,7.64
9.7908,80.1847,Jaffna,2004,Yala,Sandy Loam,1610.66,26.46,76.98,1.0,BG358,4591.34,10273.52,1214.05,18085.18,2976.63,5777.51,693.37,43612.25,3117.43,12.29
9.6951,80.0377,Jaffna,2004,Yala,Clay,2060.63,26.35,71.46,2.31,BG358,2687.15,5721.43,1656.73,16476.9,4054.91,6505.1,2452.44,39365.34,5780.94,5.98
7.3632,81.7372,Ampara,2004,Yala,Loam,2092.74,31.44,83.12,1.3,BG352,3614.24,10508.87,3049.11,8412.74,2027.99,4620.41,2070.33,34640.74,2592.62,11.74
7.3441,81.7498,Ampara,2005,Yala,Sandy Loam,2198.17,32.99,77.01,3.95,BG300,3237.19,7661.25,2511.35,18082.48,4410.39,9459.3,1487.35,46761.73,11997.95,3.46
7.3769,81.7659,Ampara,2005,Maha,Loam,1288.43,26.29,73.38,1.75,BG352,2360.47,5047.41,1382.37,13484.14,2244.98,6534.77,1678.12,32944.32,2929.78,9.98
8.0858,81.0871,Polonnaruwa,2005,Yala,Clay,1833.15,31.38,88.9,4.32,BG300,2634.64,7465.26,1401.36,18977.59,3358.21,5552.98,2052.95,41574.55,9921.66,3.72
8.4424,80.5172,Anuradhapura,2005,Yala,Clay,1816.73,26.04,76.49,2.15,BG352,3214.74,9101.85,1979.13,13349.55,2331.88,6599.79,1063.05,37164.65,5967.48,5.53
7.4463,80.4229,Kurunegala,2005,Maha,Silt,1175.6,27.0,85.23,3.28,BG300,2064.68,5016.7,2674.98,9162.9,3958.72,9010.27,738.03,32163.94,11557.77,2.47
7.4679,80.4119,Kurunegala,2005,Maha,Silt,1660.23,26.85,79.9,0.65,BG358,5214.92,6183.88,2589.34,11824.01,3118.48,7855.43,968.57,38277.6,2022.0,16.8
7.7355,81.7996,Batticaloa,2005,Maha,Silt,1335.39,32.74,70.24,4.86,At402,1838.74,10409.36,2289.05,19410.96,1875.97,7907.15,2715.81,46472.78,13735.52,3.0
7.4776,80.3419,Kurunegala,2005,Yala,Loam,1277.79,27.22,71.97,3.47,At402,4649.93,6225.75,1160.33,9267.68,4365.22,6036.55,2270.16,34114.47,8130.57,3.73
7.6211,81.7792,Batticaloa,2005,Maha,Silt,1339.04,30.48,89.58,3.22,At306,3065.22,8783.45,1387.46,18249.33,3071.19,7150.66,1861.76,43708.05,5594.89,6.93
7.653,81.7779,Batticaloa,2005,Maha,Loam,2274.96,30.68,79.25,2.35,BG352,4207.91,8099.3,1252.38,14060.17,3915.69,7222.25,672.56,39749.09,4677.79,7.54
8.0549,81.0577,Polonnaruwa,2005,Yala,Sandy Loam,1040.75,26.46,79.28,4.59,BG352,3770.3,7781.11,1348.6,15666.95,3959.4,6651.68,2284.4,41979.71,9158.15,4.07
9.6501,80.0436,Jaffna,2005,Maha,Clay,1784.99,28.01,85.86,3.1,BG358,4144.03,9786.4,1995.64,18543.69,3154.56,5041.28,2106.85,45099.04,6869.13,5.82
8.3291,80.4699,Anuradhapura,2005,Maha,Loam,1184.5,29.91,76.86,3.78,BG352,4213.05,10105.07,2656.1,13140.59,3544.18,5891.32,1239.1,41111.25,9332.79,3.91
7.3121,81.6904,Ampara,2005,Yala,Loam,1449.09,28.51,86.09,1.75,BG300,2491.81,10852.42,1133.41,19465.04,3554.91,9895.06,1213.06,48064.81,5316.53,8.02
9.7908,80.1847,Jaffna,2005,Yala,Sandy Loam,1610.66,26.46,76.98,1.0,BG358,4820.9,10787.2,1274.75,18989.44,3125.46,6066.38,728.04,45792.87,3148.61,12.91
9.6951,80.0377,Jaffna,2005,Yala,Clay,2060.63,26.35,71.46,2.31,BG358,2821.51,6007.5,1739.57,17300.74,4257.66,6830.36,2575.06,41333.61,5838.75,6.28
7.3632,81.7372,Ampara,2005,Yala,Loam,2092.74,31.44,83.12,1.3,BG352,3794.95,11034.31,3201.56,8833.37,2129.39,4851.43,2173.85,36372.78,2618.54,12.33
8.4424,80.5172,Anuradhapura,2006,Yala,Clay,1816.73,26.04,76.49,2.15,BG352,3375.48,9556.94,2078.08,14017.03,2448.47,6929.78,1116.2,39022.89,6027.16,5.81
7.4679,80.4119,Kurunegala,2006,Maha,Silt,1660.23,26.85,79.9,0.65,BG358,5475.66,6493.07,2718.81,12415.21,3274.4,8248.21,1017.0,40191.48,2042.22,17.64
7.4463,80.4229,Kurunegala,2006,Maha,Silt,1175.6,27.0,85.23,3.28,BG300,2167.91,5267.54,2808.73,9621.05,4156.66,9460.78,774.93,33772.13,11673.35,2.6
7.7355,81.7996,Batticaloa,2006,Maha,Silt,1335.39,32.74,70.24,4.86,At402,1930.68,10929.83,2403.5,20381.51,1969.77,8302.51,2851.6,48796.42,13872.88,3.15
8.0858,81.0871,Polonnaruwa,2006,Yala,Clay,1833.15,31.38,88.9,4.32,BG300,2766.37,7838.52,1471.43,19926.47,3526.12,5830.63,2155.6,43653.28,10020.88,3.91
7.3441,81.7498,Ampara,2006,Yala,Sandy Loam,2198.17,32.99,77.01,3.95,BG300,3399.04,8044.32,2636.92,18986.61,4630.91,9932.27,1561.72,49099.81,12117.93,3.63
7.4776,80.3419,Kurunegala,2006,Yala,Loam,1277.79,27.22,71.97,3.47,At402,4882.43,6537.04,1218.34,9731.07,4583.48,6338.38,2383.67,35820.19,8211.88,3.91
7.3769,81.7659,Ampara,2006,Maha,Loam,1288.43,26.29,73.38,1.75,BG352,2478.5,5299.78,1451.49,14158.35,2357.23,6861.51,1762.03,34591.53,2959.08,10.48
7.653,81.7779,Batticaloa,2006,Maha,Loam,2274.96,30.68,79.25,2.35,BG352,4418.31,8504.27,1315.0,14763.18,4111.48,7583.36,706.19,41736.55,4724.57,7.92
9.6951,80.0377,Jaffna,2006,Yala,Clay,2060.63,26.35,71.46,2.31,BG358,2962.59,6307.88,1826.55,18165.78,4470.54,7171.87,2703.81,43400.29,5897.14,6.6
9.7908,80.1847,Jaffna,2006,Yala,Sandy Loam,1610.66,26.46,76.98,1.0,BG358,5061.95,11326.56,1338.49,19938.91,3281.73,6369.7,764.44,48082.51,3180.09,13.55
7.3121,81.6904,Ampara,2006,Yala,Loam,1449.09,28.51,86.09,1.75,BG300,2616.4,11395.04,1190.09,20438.29,3732.66,10389.81,1273.71,50468.05,5369.7,8.43
7.6211,81.7792,Batticaloa,2006,Maha,Silt,1339.04,30.48,89.58,3.22,At306,3218.48,9222.62,1456.83,19161.8,3224.75,7508.19,1954.85,45893.45,5650.84,7.28
7.3632,81.7372,Ampara,2006,Yala,Loam,2092.74,31.44,83.12,1.3,BG352,3984.7,11586.03,3361.64,9275.04,2235.85,5094.0,2282.54,38191.41,2644.73,12.94
9.6501,80.0436,Jaffna,2006,Maha,Clay,1784.99,28.01,85.86,3.1,BG358,4351.23,10275.72,2095.42,19470.87,3312.29,5293.34,2212.19,47353.99,6937.82,6.12
8.0549,81.0577,Polonnaruwa,2006,Yala,Sandy Loam,1040.75,26.46,79.28,4.59,BG352,3958.81,8170.16,1416.03,16450.3,4157.37,6984.26,2398.62,44078.7,9249.73,4.27
8.3291,80.4699,Anuradhapura,2006,Maha,Loam,1184.5,29.91,76.86,3.78,BG352,4423.71,10610.32,2788.9,13797.62,3721.38,6185.88,1301.06,43166.81,9426.12,4.1
8.4424,80.5172,Anuradhapura,2007,Yala,Clay,1816.73,26.04,76.49,2.15,BG352,3544.25,10034.79,2181.99,14717.88,2570.9,7276.27,1172.01,40974.03,6087.43,6.1
7.4679,80.4119,Kurunegala,2007,Maha,Silt,1660.23,26.85,79.9,0.65,BG358,5749.44,6817.73,2854.75,13035.97,3438.12,8660.62,1067.85,42201.05,2062.64,18.52
7.4463,80.4229,Kurunegala,2007,Maha,Silt,1175.6,27.0,85.23,3.28,BG300,2276.3,5530.92,2949.17,10102.1,4364.49,9933.82,813.68,35460.74,11790.09,2.73
